smiles,gene_a,gene_b,pic50_a,pic50_b,relation_a,relation_b
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,ABL2,RIPK3,5.35,5.98,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1B,AXL,7.24,5.92,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,MAP3K1,6.7,5.65,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ABL1,TNK2,6.6,7.2,=,=
CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)cc1C(F)F,AAK1,PKN2,9.29,6.36,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,CSNK1A1,7.46,5.38,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,AAK1,DAPK2,5.8,7.03,=,=
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,ABL2,MET,6.52,5.79,=,=
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,ABL1,MYLK,5.58,7.01,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,TAOK2,8.47,7.36,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,ACVR1,NEK7,5.9,5.25,=,=
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,AAK1,DYRK1B,6.99,8.18,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL2,CDK8,5.92,5.2,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL1,RPS6KA5,6.82,5.82,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,AAK1,SGK2,6.77,5.9,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,CHUK,7.96,6.28,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1B,CDC42BPB,6.17,8.32,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL1,EIF2AK2,8.0,5.96,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,AAK1,EIF2AK2,6.77,5.55,=,=
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,ACVR1,TIE1,5.32,7.12,=,=
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,ABL1,PRKCB,5.48,8.7,=,=
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,ACVR1,IKBKE,7.66,6.15,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,AAK1,EPHA8,5.8,6.6,=,=
CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,ABL2,ROCK2,5.15,4.25,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ACVR1,TNK2,6.4,7.2,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,PRKACA,8.4,5.43,=,=
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,AAK1,SRMS,5.73,7.0,=,=
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,ABL2,EPHA3,6.62,5.39,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,AAK1,ACVR2A,6.33,5.66,=,=
CC#CCn1cc(N(CC2CC2)c2nc(C(N)=O)c(-c3cc(C(=O)N(C)C)c[nH]3)s2)cn1,ACVR1,BMPR2,7.19,5.49,=,=
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,ACVR1,MAPK12,5.7,6.4,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL1,EIF2AK2,6.82,5.66,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,BMPR1B,7.96,5.62,=,=
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,AAK1,GAK,7.38,6.17,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,SIK2,6.47,5.31,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAK1,SLK,5.92,7.3,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,STK10,6.47,5.72,=,=
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,ACVR1,MAP2K6,7.41,5.72,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1,PIK3CG,6.33,5.75,=,=
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,ACVR1,LIMK2,6.28,5.42,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,TSSK1A,6.41,5.5,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ABL1,IGF1R,6.6,7.3,=,=
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL1,SRPK2,5.5,6.48,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,AAK1,MAP3K1,8.05,5.66,=,=
C#Cc1cn(C2CCCC2)c2ncnc(N)c12,ABL1,LRRK2,6.0,7.0,=,=
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,ACVR1,PRKG1,7.66,5.82,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,PKN2,6.7,5.6,=,=
C#Cc1cn(C2CCCC2)c2ncnc(N)c12,ABL1,FYN,6.0,5.3,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,RPS6KA2,6.0,7.24,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL1,MKNK1,6.14,5.41,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAK1,RPS6KA4,5.92,5.16,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,KIT,6.47,5.24,=,=
CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,ABL2,EPHB3,6.14,5.32,=,=
CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,ACVR1B,CSNK1D,5.92,4.74,=,=
CO[C@@H]1[C@H](N(C)CCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,PRKCI,8.3,6.5,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,AAK1,RAF1,5.38,6.4,=,=
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,AAK1,ERBB4,5.55,5.0,=,=
CC(C)(O)c1cn(-c2ccc3[nH]ncc3c2)nn1,ACVR1,CDK9,4.1,5.0,=,=
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,ACVR1,STK16,7.66,5.73,=,=
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,AAK1,GSK3A,7.38,5.29,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,EPHA8,8.47,7.75,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,AAK1,PTK2B,8.05,6.57,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,NEK7,6.0,5.39,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1B,AURKA,6.17,8.12,=,=
CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,ABL1,NEK4,9.1,5.6,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ABL2,PIP4K2A,6.17,4.1,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,ACVR1,EIF2AK4,5.9,6.6,=,=
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,AAK1,ALK,5.55,6.56,=,=
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,ABL2,CDK2,6.52,7.72,=,=
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ABL1,CDK1,6.45,5.3,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,AAK1,MARK1,6.77,5.64,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL1,DAPK1,6.14,6.92,=,=
CC(N)C1CCC(C(=O)Nc2ccnc3[nH]ccc23)CC1,ACVR1,ROCK2,6.0,7.6,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,IRAK4,8.4,5.37,=,=
CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,ABL2,CDK17,5.15,6.86,=,=
C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,ABL1,PTK6,7.49,8.48,=,=
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ABL1,TXK,7.07,8.7,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,AAK1,STK17B,6.28,5.12,=,=
CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,ABL1,GRK5,6.0,7.1,=,=
CCOc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,ABL1,PIM2,9.2,5.9,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1,FGFR4,6.33,6.87,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL2,TGFBR1,8.1,6.64,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,BMX,8.92,7.49,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,DAPK1,6.41,5.3,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,AAK1,DDR2,6.86,5.3,=,=
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,ABL2,CDK9,6.38,5.44,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ABL1,PGK1,6.14,7.24,=,=
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,ACVR1,CDK6,6.32,5.76,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,ABL2,PGK1,6.46,5.28,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,GAK,6.51,8.51,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL2,IKBKE,8.1,5.86,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,MYLK,7.96,6.55,=,=
COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,AAK1,CSNK1G3,7.66,4.71,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,CSNK1G3,8.92,5.68,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,PRKDC,8.4,6.39,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,CDK2,6.51,5.94,=,=
CC(Nc1cncc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1F,ACVR1,AURKA,6.1,6.9,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,MAP3K2,8.4,6.06,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,ACVR1,CSNK2A2,6.65,8.0,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL1,STK4,7.85,6.64,=,=
CC(C)NC1=NNC(=O)C1=Cc1cc2ccccc2[nH]1,ACVR1,MAP2K2,5.4,6.0,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,TSSK1A,6.0,5.2,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,MERTK,8.4,5.33,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL2,BMPR1A,8.1,6.69,=,=
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,ABL1,MAP3K13,5.19,6.13,=,=
CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,ABL1,TYRO3,9.1,6.3,=,=
CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,ACVR1B,BTK,5.0,5.73,=,=
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,AAK1,TEK,7.2,5.85,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ACVR1,BRSK1,6.4,7.1,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,SIK1,6.41,5.52,=,=
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,ABL2,MARK4,8.0,6.63,=,=
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,ABL1,CDK19,6.04,4.82,=,=
CC(C)Oc1cc(Nc2nc(NC(C)c3ccc(F)cn3)ncc2Cl)n[nH]1,ACVR1,CDK7,5.8,6.5,=,=
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ABL2,CDK6,5.54,6.89,=,=
CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,ABL2,STK26,5.15,5.95,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,ABL2,CDK16,6.73,7.47,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,ABL1,MARK3,5.6,6.44,=,=
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,ACVR1,EPHA8,5.32,5.89,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,PIK3CG,6.0,4.89,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,ALK,6.47,5.11,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1B,CDK9,6.17,7.0,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,AAK1,ABL2,6.86,8.1,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,AAK1,JAK1,8.05,5.89,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL1,STK4,6.14,7.36,=,=
CC(=O)c1cccc(-c2cnc3[nH]ccc3c2)c1,ACVR1,AURKB,5.4,6.3,=,=
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ACVR1,PRKD1,5.72,6.28,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ABL2,AKT1,6.17,6.71,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,NUAK2,6.0,6.82,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL2,EPHA2,8.1,7.5,=,=
CC(=O)Nc1cc2ccccn2n1,ABL1,CLK4,4.2,5.3,=,=
CC(Nc1cncc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1F,ACVR1,MAPK14,6.1,5.5,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ABL2,PI4KA,6.17,4.3,=,=
CC(C)NC1=NNC(=O)C1=Cc1cc2ccccc2[nH]1,ACVR1,NTRK2,5.4,6.9,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,MAP2K6,6.41,5.5,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,AAK1,FYN,5.8,6.52,=,=
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,ABL1,LIMK2,5.64,6.21,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,PRKCH,8.4,6.09,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,TNNI3K,8.4,6.06,=,=
C=C(C)c1cnc(-c2cc(Cl)ccc2F)cc1Nc1ccncc1C(=O)N[C@@H](O)CC,ACVR1,ACVR1B,4.96,7.89,=,=
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,ABL2,CDK11A,8.4,6.58,=,=
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ABL2,FYN,6.04,7.02,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,EPHB1,8.47,6.75,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1B,CDC42BPA,6.17,8.24,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL1,BMPR2,7.04,5.8,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL2,BLK,6.06,7.35,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,CDK19,7.46,6.72,=,=
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,ABL2,PRKG1,5.7,7.85,=,=
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,AAK1,FLT1,5.52,6.96,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,NTRK1,6.0,7.0,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,PLK4,6.7,5.72,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,ACVR1,DDR2,6.65,5.64,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL1,PRKCH,6.82,6.09,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,ABL1,TAOK3,6.55,7.68,=,=
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,ACVR1,EPHB2,7.2,4.36,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,TLK2,8.92,8.12,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ABL1,PIK3R1,6.14,7.58,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,ABL1,SIK3,5.6,5.02,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,ABL1,STK24,5.6,7.72,=,=
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,ABL1,KIT,6.04,8.22,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,MAPK13,8.47,7.89,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1B,BRSK1,6.17,8.93,=,=
CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,ABL1,MTOR,5.7,4.0,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,MATK,8.47,5.89,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ABL1,PIP4K2A,6.14,4.1,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,EPHA7,7.96,5.62,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,AAK1,EPHA5,6.28,5.26,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ABL1,MST1R,6.6,7.7,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL1,FGFR4,8.0,5.85,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ABL2,FGFR3,5.28,5.88,=,=
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,ACVR1,CAMK1,6.04,5.23,=,=
