smiles,gene_a,gene_b,pic50_a,pic50_b,relation_a,relation_b
CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,ABL2,WEE1,4.83,4.19,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,CSNK2A1,8.4,5.92,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL2,FYN,6.06,5.28,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,AAK1,CDC42BPB,6.21,6.96,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,MAP4K1,8.4,5.68,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,BLK,7.96,7.19,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,BUB1,7.96,5.46,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,JAK1,8.4,5.97,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL1,CAMK1D,8.0,5.36,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,AAK1,CAMKK2,8.05,5.66,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,AAK1,PIK3CD,5.8,7.25,=,=
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,ABL2,SYK,6.62,5.53,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,CDK19,8.92,6.72,=,=
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,ABL1,IKBKE,6.5,5.75,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,MARK1,7.96,5.92,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ACVR1,PRKD3,6.4,7.1,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,STK26,8.4,5.43,=,=
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,ACVR1,CDC7,6.8,8.3,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,ABL2,AKT2,6.46,8.31,=,=
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,ABL2,CLK2,6.62,5.96,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1,NLK,6.33,7.11,=,=
CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,ACVR1B,AURKB,5.92,8.3,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,ACVR1,IRAK3,6.65,7.92,=,=
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,AAK1,PRKCD,6.99,6.1,=,=
CC(C)NC1=NNC(=O)C1=Cc1cc2ccccc2[nH]1,ACVR1,AURKB,5.4,6.3,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ABL1,LRRK2,6.6,9.2,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL2,STK16,5.92,5.4,=,=
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,ABL2,FLT1,5.35,8.7,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,IRAK3,8.4,6.0,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ACVR1,MAPK10,5.77,5.26,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,CDK4,6.0,5.46,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ABL1,ILK,6.14,4.17,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,TYK2,6.7,5.62,=,=
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,ACVR1,EPHB6,7.41,6.62,=,=
C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21,ABL1,FER,6.1,5.23,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,TIE1,6.47,5.66,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL2,PRKD2,8.1,5.86,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,MAP3K2,6.0,7.24,=,=
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,AAK1,TAOK2,5.38,4.55,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,ACVR1,TXK,7.77,6.32,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL1,PIM1,6.82,5.82,=,=
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,ACVR1,MAP3K12,5.72,6.72,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,CAMKK1,8.47,6.66,=,=
CC(C)c1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,ABL1,NTRK2,6.31,7.68,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,NTRK1,8.4,5.07,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ABL2,AKT2,6.17,5.21,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,MAP3K9,6.0,5.47,=,=
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,AAK1,ROCK1,5.0,6.04,=,=
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ABL2,CSNK1A1,5.54,6.6,=,=
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,AAK1,PRKACA,6.05,5.27,=,=
CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12,ACVR1,MAPK12,7.4,5.4,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,CDK1,7.46,8.21,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,CAMK2A,6.0,7.1,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ACVR1,HIPK4,6.4,5.2,=,=
CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1,ABL1,MAPK11,6.89,7.73,=,=
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,ABL1,RPS6KA3,6.04,4.57,=,=
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,ACVR1,PTK6,8.4,6.25,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,SRPK2,6.0,6.72,=,=
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,AAK1,TAOK1,7.38,5.66,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL2,MARK3,8.1,6.88,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,PAK4,8.4,6.0,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,ABL1,TNK1,5.6,6.43,=,=
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,ACVR1,MAPK13,6.8,5.7,=,=
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,ABL2,CDC7,6.14,8.1,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,EIF2AK4,6.0,6.75,=,=
CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12,ACVR1,PTK6,7.4,6.5,=,=
CO[C@@H]1[C@H](N(C)CCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,PRKG1,6.02,7.07,=,=
CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21,ABL1,PRKD1,7.19,6.05,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL1,CSNK1G3,6.82,5.58,=,=
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ABL2,CDK8,5.54,6.7,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,AAK1,GRK1,6.28,5.77,=,=
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ABL1,LATS1,7.07,5.72,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL1,PLK2,6.82,5.85,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,NLK,8.47,6.8,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,HIPK3,7.96,7.39,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,AAK1,PAK4,6.86,4.3,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,ROCK1,7.46,9.13,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ABL2,GSK3A,5.28,6.42,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL1,TNNI3K,6.82,6.06,=,=
CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,ABL1,ACVR1B,5.94,5.0,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1B,AURKB,8.0,5.54,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,ACVR1,RPS6KA6,6.65,7.24,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL1,PRKCA,7.85,5.64,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,NTRK2,7.96,6.23,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,HCK,6.7,5.75,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL2,STK17B,6.06,5.14,=,=
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ABL2,MAP2K5,6.04,6.61,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,MAP3K2,6.41,7.07,=,=
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,ACVR1,MAP4K1,7.66,6.8,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,AKT2,7.96,5.57,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,FES,8.47,6.44,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL2,MET,6.06,5.51,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,MERTK,6.7,6.01,=,=
CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,PRKCH,6.28,7.21,=,=
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1.Cl,AAK1,STK4,9.0,6.99,=,=
CC(C)NC1=NNC(=O)C1=Cc1cc2ccccc2[nH]1,ABL1,MST1R,6.6,5.8,=,=
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ABL2,NLK,5.54,6.19,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,MARK2,7.96,6.51,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1B,CAMK2A,7.24,5.25,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ACVR1,PDGFRB,5.77,5.12,=,=
Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,ABL1,PIK3C2B,5.28,8.14,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,SRPK1,7.96,6.6,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,AAK1,MAPKAPK5,8.51,6.03,=,=
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,AAK1,ROCK1,8.09,6.32,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,AAK1,PDGFRB,5.8,7.11,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,FLT1,6.47,5.12,=,=
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,ABL1,MELK,6.76,6.2,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,ACVR1,PIK3CA,7.12,5.31,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,ROCK1,7.96,6.34,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,AAK1,TSSK1A,6.28,5.5,=,=
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,ABL1,PDGFRB,6.47,5.12,=,=
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,ABL2,PTK2,6.62,5.36,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,MAP2K4,8.47,6.0,=,=
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,ABL2,MAP2K4,5.57,6.72,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,ABL1,BUB1,6.14,7.08,=,=
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,AAK1,RPS6KB1,6.05,6.68,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,CAMK1,7.96,6.01,=,=
CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,ABL2,MAP3K9,6.51,7.28,=,=
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,ACVR1,AKT1,6.8,5.4,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL2,MKNK2,6.7,5.9,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,AAK1,CDK9,6.86,5.45,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1,AXL,8.4,5.92,=,=
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,ABL2,ZAP70,8.82,5.8,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL2,PRKX,8.47,5.36,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,CAMKK1,7.96,6.38,=,=
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ABL2,TAOK2,5.54,6.27,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAK1,CSK,5.92,5.02,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,AAK1,MAP3K11,6.86,5.54,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,ABL1,PIP5K1C,6.64,5.37,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,EPHA1,6.41,5.17,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,ABL1,NEK1,8.0,5.28,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,AAK1,ERBB2,6.33,6.83,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,CAMK2B,7.46,10.02,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ACVR1,ERBB4,6.4,5.6,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ACVR1,TXK,6.33,7.63,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,RPS6KA4,6.41,5.5,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL2,DAPK3,5.92,7.39,=,=
CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,ZAP70,6.28,6.96,=,=
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ACVR1,MAPK6,6.36,5.47,=,=
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,ACVR1,MAPK14,7.2,5.83,=,=
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,ACVR1,HIPK1,5.9,5.38,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,AAK1,MAP2K6,6.76,5.34,=,=
CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,ABL1,FLT3,5.6,7.43,=,=
CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,ABL2,TEK,6.51,7.12,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,ACVR1,PI4KB,7.77,6.11,=,=
CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,PRKCI,8.22,6.59,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ACVR1B,BRSK1,7.24,7.85,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL2,PIK3C2G,5.92,6.82,=,=
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,ACVR1,MAPK7,5.72,5.17,=,=
CCOc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,ABL1,PBK,9.2,5.4,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,AAK1,MAP3K7,7.96,7.03,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ABL2,PIM3,7.46,9.96,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,AAK1,RPS6KA3,5.8,6.7,=,=
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,ABL1,IRAK1,6.6,7.2,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ABL1,DAPK2,6.41,5.47,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,ACVR1,PRKAA2,6.41,8.39,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,ACVR1,MTOR,8.82,4.94,=,=
CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,ABL1,PRKX,8.1,5.5,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ABL2,CSNK1G3,6.0,6.62,=,=
CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,ABL1,ROS1,6.8,5.9,=,=
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,ABL2,PIP4K2C,6.73,8.52,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL1,CAMK2A,6.82,5.25,=,=
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,AAK1,STK16,7.38,5.73,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,ABL2,DAPK1,5.92,7.01,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,ABL1,MAP4K3,7.85,6.28,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,ACVR1B,CAMK2D,7.07,8.06,=,=
CN1C(=O)c2sccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc21,ABL1,PIP5K1C,7.75,6.74,=,=
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AAK1,RPS6KB1,7.32,5.89,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ABL1,LRRK2,6.51,5.43,=,=
