smiles_a,gene,smiles_b,pic50_a,pic50_b,relation_a,relation_b
Cn1cc(Nc2ncc(Br)c(Nc3ccccc3C(N)=O)n2)cn1,STK17A,COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCCNC(C)=O)cc2NC3=O)ccc1O,8.2,7.5,=,=
COC[C@@H]1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,GSK3A,Cc1cc(Nc2nc(Cl)cc(NCc3ccccc3)n2)n[nH]1,6.71,7.3,=,=
O=C(N[C@@H]1C2CC(C3CCCC32)[C@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,PRKCG,O=C(N[C@@H]1CCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,7.3,8.0,=,=
O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,PRKACG,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,8.52,6.0,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,STK38,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,6.16,7.12,=,=
COc1cc2nc(-c3cccs3)c(-c3cccs3)nc2cc1OC,RPS6KB2,O=C(O)C1COc2cc3nc(-c4cccs4)c(-c4cccs4)nc3cc2O1,4.79,6.02,=,=
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,MAP3K1,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,5.54,5.96,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,STK38,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,6.39,5.03,=,=
CN(c1ccnc(Nc2ccc(C(=O)O)cc2)n1)C1CCCCC1,JAK3,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3ccc(Cl)cn3)CC4)n[nH]c2c1,7.14,8.85,=,=
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,MAPK11,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,6.92,7.54,=,=
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,CDK4,C[C@H]1CN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CCC[C@H]5O)c4n3)nc2)CCN1,8.99,7.15,=,=
CCC[C@@H]1CCOc2cc(-c3ccnc(Nc4ccnn4C)c3)cc3nnc1n23,MAPK6,CN1C(=O)C[C@H](Cc2ccc(Cl)cn2)c2nnc3cc(-c4ccnc(Nc5ccnn5C)n4)cc1n23,8.56,7.49,=,=
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,NTRK3,Nc1ncnc2sccc12,5.6,4.6,=,=
CNc1cc(-c2ccc3nc(Nc4cc(CN5CCN(C(=O)CC(F)(F)F)CC5)ccn4)[nH]c3c2)ncn1,RPS6KA6,Nc1c(C(=O)NCc2ccc(C(=O)NCCCC3CCCCC3)cc2)cnn1-c1ccccc1,6.75,4.85,=,=
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4cncs4)n[nH]c2-3)CC1,KDR,CN(C)CCCO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)C2(C(=O)Nc3ccc(F)cc3)CC2)cc1F,5.55,6.77,=,=
CC[C@H]1CN(C(c2ccc(F)cc2)c2cccc(C(F)(F)F)n2)[C@H](C)CN1c1nc(=O)n(C)c2ccc(C#N)nc12,DGKA,C[C@@H]1CN(c2nc(=O)n(C)c3ccc(C#N)nc23)[C@@H](C)CN1C(c1ccc(F)cc1)c1nc(C2CC2)no1,5.74,7.15,=,=
COC(=O)c1cc(O)c(O)c(C[C@]2(C)[C@@H](C)CC[C@@]3(C)C(C)=CCC[C@@H]23)c1,AXL,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Br,4.88,7.2,=,=
CC(=O)N1CCN(CC(=O)Nc2cc(Nc3nc(-c4cccc(C(F)(F)F)n4)nn4cccc34)ccn2)CC1,TGFBR1,CCC(CC)CN1C(=O)Cc2cc(-c3cncc(-c4ccc(=O)n(C(C)C)c4)c3)ccc21,9.07,5.38,=,=
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,CIT,COc1cc(-c2ccnc3[nH]ccc23)ccc1NC(=O)[C@H](N)CC(C)C,7.89,7.4,=,=
CC(C)(C)OC(=O)CN1C(=O)CCc2cc(-c3ccc4nnc(Cc5ccc6ncccc6c5)n4n3)ccc21,MET,COC1OC(=O)c2c(O)c(O)c(O)c(C)c21,8.84,5.01,=,=
COc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1,SLK,Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(-c3ccc(Cl)cc3)c2)n1,6.4,6.1,=,=
COc1cnccc1Nc1nc(-c2nn(Cc3c(F)cc(OCCO)cc3F)c3ccccc23)ncc1OC,CDC42BPG,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.07,5.47,=,=
Cc1ccnc2c(-c3ccc(Cl)c4[nH]ncc34)c(N)c(=O)[nH]c12,PKMYT1,Cc1ccc(O)cc1-c1c(N)c(=O)[nH]c2cc(Cl)cnc12,8.72,7.74,=,=
COc1ccc(OC)c(Nc2cc(Nc3ccc(F)cc3)ncn2)c1,ERBB3,CCOc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1,6.64,5.92,=,=
O=C(N[C@@H]1CNC[C@H]1NC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,PRKCE,CC(C)=C1CC(CO)(COC(=O)c2cn(C)c3ccccc23)OC1=O,7.1,6.52,=,=
COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,NTRK3,O=c1[nH]c(=O)n(-c2ccc(Oc3ccccc3)c(OCC3COC3)c2)c(=O)n1-c1ccccc1,6.6,6.0,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,MAST1,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,7.72,6.0,=,=
COc1cccc(C(CN)NC(=O)c2cc(-c3ccc4[nH]nc(C)c4c3)cc3cccnc23)c1,ROCK1,c1cc(-c2c[nH]c3nccc(N4CCC[C@]5(CCCCN5)C4)c23)ncn1,5.85,4.3,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,SBK1,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.21,6.94,=,=
CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,CDK18,COC[C@@H](C)N[C@H]1CC[C@H](Nc2cc(-c3cccc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1,6.0,5.31,=,=
C#CCCCn1c(Sc2cc3c(cc2Br)OCO3)nc2c(N)nccc21,CDC37,C#CCCCn1c(Sc2cc(OC)ccc2Cl)nc2c(N)nccc21,6.26,5.26,=,=
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,ADCK1,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,7.62,6.7,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,STK32A,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,7.89,5.75,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,ADCK1,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,5.63,6.64,=,=
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,TIE1,COc1cc2c(Oc3ccc(Nc4nn(C)cc4C(=O)NC4CCCCC4)cc3F)ccnc2cc1OCCCN1CCOCC1,6.0,9.13,=,=
Nc1ncnc2sc3c(c12)-c1ccc(NC(=O)Nc2ccccc2)cc1CC3,NLK,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,6.9,6.19,=,=
CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,TSSK3,CO[C@@H]1[C@H](N(C)CCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.0,6.48,=,=
COc1cc(-c2cnc(O)c(C(=O)Nc3ccc(CN4CCN(C)CC4)cc3)c2)cc(OC)c1OC,ALK,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Cc7ccccc7)cc6)c5c4c3)cc2)CC1,5.12,7.05,=,=
CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(C=O)s1)n2CCC(N)=O,INSR,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CCC(N2CCCC2)CC1,7.29,6.9,=,=
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ULK3,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,6.04,7.96,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,STK32A,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,5.68,5.3,=,=
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,CDK15,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,5.68,7.08,=,=
CCN(CC)CCN(C)c1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,PIK3CD,Nc1ncnn2c(-c3cccc(C4(C5CCS(=O)(=O)CC5)COC4)c3)cc(-c3ccnn3C3CCOCC3)c12,7.18,9.4,=,=
C[C@@H]1CN(c2nc(=O)n(C)c3ccc(C#N)nc23)[C@@H](C)CN1C(c1ccc(F)cc1)c1ccc(C(F)(F)F)cn1,DGKA,C[C@@H]1CN(c2c(C#N)c(=O)n(C)c3ccc(C#N)nc23)CCN1C(c1ccccc1)c1ccc(Cl)cc1,6.73,5.89,=,=
Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,TEK,COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC,7.99,6.13,=,=
COc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1N1CCN(c2ccccc2)C(=O)C1,BMPR2,COc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1N1CCN(c2ccccc2)CC1,6.85,7.4,=,=
CCCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,TK1,Cc1cn(C/C=C\CNC(=O)Cc2ccc(-c3ccccc3)cc2)c(=O)[nH]c1=O,4.7,5.39,=,=
Cc1ccccc1N1C(=O)NCc2nc(Sc3ccc(F)cc3Cl)ccc21,MAPK11,CCc1c(OCc2ccc(F)cc2F)ncn(-c2cc(C(=O)NCCO)ccc2C)c1=O,7.28,8.22,=,=
O=C1CN2C(=NN1)COc1ccccc12,GSK3A,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc(SCCO)cc4)n3)c3ccccc23)n(-c2ccc(P(C)(C)=O)cc2)n1,4.3,6.78,=,=
CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,CDKL1,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,6.0,6.31,=,=
O=C1CN=C(c2ccc(F)cc2)c2cn[nH]c2N1,RET,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,4.1,7.23,=,=
CC(Nc1cncc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1F,PRKACA,O=c1c(NCc2ccc(Cl)cc2Cl)c(Nc2ccc3[nH]ncc3c2)c1=O,6.1,7.8,=,=
N#Cc1ccc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)c(Cl)c1,TNK1,N#Cc1nsc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)n1,7.5,8.2,=,=
C[C@H](NC(=O)C1CN(c2ncnn3cc(-c4cnn(C)c4)cc23)C1)c1ccc(Cl)cc1,KIT,Cc1ccc(CNC(=O)C2CN(c3ncnn4cc(-c5cccc(OC(C)(C)C)c5)cc34)C2)cc1,7.26,6.26,=,=
C=CC(=O)Nc1cccc(-c2ccc(NC(=O)Nc3ccc(Cl)cc3Cl)cc2)n1,EPHB4,CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,7.06,5.5,=,=
Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,CAMK4,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,4.54,5.64,=,=
CC(=O)Nc1cc(NC(C)(C)C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)ccc1Cl,GRK2,O=c1c2cc(-c3cn[nH]c3)cc(F)c2ncn1Cc1ccccc1,8.7,6.33,=,=
COc1ccc(-c2c(C)nc3c(NCCNC(C)=O)cc(Cl)nn23)cc1S(=O)(=O)N1CCOCC1,PI4KA,Nc1nc2ccc(-c3ccccc3)cc2s1,4.32,5.6,=,=
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,STK38,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.66,8.68,=,=
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,PRKD2,COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3)nc12,6.0,5.2,=,=
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,SBK1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,5.32,7.68,=,=
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cccc(C(F)(F)F)c4)c3)cc12,CDK8,O=C(CCc1cccc(-c2cnc3[nH]ccc3c2)c1)Nc1cc(F)cc(F)c1,7.9,6.36,=,=
COc1cnc(CCc2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,CSNK1G2,Cc1n[nH]c2sc(C(=O)NCCc3ccc(Cl)cc3)cc12,7.77,6.1,=,=
O=C(N[C@H](CO)c1ccccc1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,MAST3,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21,6.54,6.0,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,RIOK1,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,5.64,7.46,=,=
COC[C@@H]1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,GSK3A,C#Cc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)ccn2)cc(C(=O)NCCCN2CCOCC2)c1,6.71,5.16,=,=
COc1cc2c(Nc3ccc(Cc4ccccn4)cc3)c(C#N)cnc2cc1OCCCN1CCOCC1,MAP2K1,O=C(CCCONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F)NO,7.45,7.0,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(C(=O)N[C@H](C)c4ccc(F)cc4)cc32)c(C)c1NC(=O)c1ccc(F)nc1,GRK5,Nc1n[nH]c2cccc(-c3ccc(F)cc3)c12,5.77,4.5,=,=
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,DDR2,C[C@H]1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,6.85,6.29,=,=
CCCCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C.[I-],EEF2K,CC1(C)CCc2c1nc1sc(C(N)=O)c(N)c1c2-c1cncs1,7.22,6.4,=,=
Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C,MINK1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,5.6,6.96,=,=
CC(=O)c1c(C)c2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CDK4,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(N(C)C)CC5)cn4)ncc3F)cc21,7.92,8.82,=,=
C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4cnco4)s3)nc3ccccc31)C2,TEC,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4cc(OC)c5c(C)csc5c4)nn32)CC1,9.21,7.66,=,=
O=C(O)c1c2c(nc3ccccc13)C(=C1CCCC1)CC2,SRPK1,CN(c1ncccc1Cn1ccc2cnc(-c3nc4cc(Cl)ccc4[nH]3)nc21)S(C)(=O)=O,6.5,7.82,=,=
Cc1ccc2c(-c3cnn4cc(-c5ccc(O[C@H]6CCNC6)cn5)cnc34)cccc2n1,ACVRL1,Nc1ncnn2c(CN3CCCC(O)C3)cc(-c3cc(F)c(CO)c(F)c3)c12,6.27,7.16,=,=
Cc1cc(N=S(C)(C)=O)cc2ncnc(Nc3ccc(Cl)cc3O[C@H](C)C(=O)NCC(F)F)c12,MKNK2,O=C1NC2(CCCCC2)n2c1c(Cl)cc(Nc1nncs1)c2=O,8.7,7.26,=,=
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAP3K3,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,6.68,6.19,=,=
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,INSR,CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,6.2,7.6,=,=
Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,MKNK1,COc1cccc(-n2cc(-c3ccnc(NCCc4c[nH]cn4)n3)cn2)c1,7.52,5.16,=,=
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,EPHB6,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,5.85,6.44,=,=
COc1ccc2c(NC(=O)Nc3cccc(Br)n3)ccnc2c1,HIPK2,O=C1NC(=S)SC1=C1C(=O)Nc2ccc(Br)cc21,8.2,5.8,=,=
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,PRKACB,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,7.05,6.58,=,=
CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]2COC[C@H]2O)CC1,NEK2,C#Cc1nc(Nc2ccc3c(c2)CC(=O)N3)nc2[nH]cnc12,4.52,7.0,=,=
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,PIP4K2B,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,5.43,7.03,=,=
OC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,MAP3K10,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,7.1,6.7,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,DSTYK,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,5.89,4.53,=,=
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,FLT1,COC(=O)c1cc2c(cc1C)/C(=C(/Nc1ccc(C(=O)N(C)[C@H]3CN(C)C[C@@H]3O)cc1)c1ccccc1)C(=O)N2,9.3,7.28,=,=
O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,GRK1,CCCn1c(CNc2cccc(C(=O)NCc3c(F)cccc3F)c2)nnc1-c1ccncn1,6.47,5.05,=,=
CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)cnc32)cs1,MAPK9,O=C(Nc1cnn(-c2cccnc2)c1)Nc1cccc2ccccc12,7.28,5.56,=,=
CCc1ccc2c(c1)c(=O)c(C(=O)Nc1ccc(Oc3ncnc4cc(OC)c(OC)cc34)c(F)c1)c(C)n2C,CDK11B,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,6.33,6.82,=,=
Cc1cc(OC2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,SRPK1,O=C(Nc1cc(C(F)(F)F)ccc1N1CCN(Cc2cnoc2)CC1)c1ccccn1,5.4,8.06,=,=
O=C(Nc1ccc(Oc2ccc3ccccc3c2Br)c(Cl)c1)c1cc([N+](=O)[O-])ccc1O,STK39,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,6.96,6.37,=,=
C=CC(=O)N1CCC=C(c2ccc(C(C)C(=O)Nc3cc(C4CC4)[nH]n3)cn2)C1,CDK13,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,8.22,9.03,=,=
C[C@H]1CN(C(=O)c2cc(-c3ccccc3)nn2C)Cc2cnc([C@@](C)(O)C(F)(F)F)n21,PDK1,CC(=O)Nc1ccc(-c2ccc(N(Cc3ccsc3)C(=O)c3ccc(O)cc3O)cc2)c(C)c1,8.52,6.0,=,=
Cc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)c(C(F)(F)F)o1,AURKA,COc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1O,8.8,7.7,=,=
COC(=O)c1ccc(NC(=O)C2=C(C)NC(Nc3nc4ccccc4o3)=NC2c2ccccc2Cl)cn1,GALK1,CC1=C(C(=O)NCc2cnn(C)c2)C(c2ccc(C)cc2Cl)N=C(Nc2nc3cccnc3o2)N1,5.21,4.76,=,=
Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,EPHB2,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12,5.89,8.0,=,=
CCOC(=O)N1CCN(C(=O)Cn2sc3nc(C)cc(C)c3c2=O)CC1,DTYMK,Cc1cn([C@H]2CCCN([C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,5.78,4.21,=,=
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,ERN2,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.94,7.66,=,=
CC1(C)c2cc(N3CCN(C(=O)C4CC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,ALK,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,8.38,6.4,=,=
Cc1cc(-c2cnn3cc(-c4ccc(N5[C@H](C)CNC[C@@H]5C)cc4)cnc23)c2ccccc2n1,BMPR1B,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1,7.66,5.74,=,=
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,PKN3,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](N2CCC2)C1,5.76,7.64,=,=
N#Cc1c[nH]c2nc(N)nc(-c3cccc(CO)c3)c12,CHUK,NS(=O)(=O)c1ccc(-c2ncnc3[nH]ccc23)cc1,5.01,5.82,=,=
O=C(O)CC(NC(=O)c1ccc(F)cc1)c1ccccc1F,EEF2K,CC1(C)CCc2c1nc1sc(C(N)=O)c(N)c1c2-c1cncs1,4.43,6.4,=,=
C#CCCCn1c(Sc2cc3c(cc2Br)OCO3)nc2c(N)nccc21,CDC37,C#CCCCn1c(Sc2cc(OC)ccc2I)nc2c(N)nccc21,6.26,5.26,=,=
