smiles_a,gene,smiles_b,pic50_a,pic50_b,relation_a,relation_b
Cc1ccc(C)c(NC(=O)c2cc(-c3ccco3)nc3ccccc23)c1,LTK,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,6.0,8.1,=,=
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,MARK1,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3cccc(CN4CCCC4)c3)ncc21,5.31,8.7,=,=
COCCOc1cc(-c2cncc(C#N)c2Nc2cccc3[nH]ccc23)ccc1OC,PRKCQ,Cc1ncc(C#N)c(Nc2ccc3[nH]ccc3c2C)c1/C=C/c1cccc(S(=O)(=O)N2CCN(C)CC2)c1,7.2,9.36,=,=
O=[N+]([O-])c1ccc2[nH]c(-c3ccncc3)nc2c1,PKN2,CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6ccccc6F)c5)nc5ccccn45)n3)cc2)CC1,4.74,5.4,=,=
NC(=O)c1cc(-c2ccncc2)[nH]c1-c1ccncc1,CDC7,O=c1cc(-c2cccc(F)c2)[nH]c2c(-c3ccc(F)cc3)cnn12,6.7,7.2,=,=
CC(=O)Nc1cccc(Nc2ccc3ncc(-c4cccc(NC(C)=O)c4)n3n2)c1,DYRK2,Oc1ccc(-c2cnc3[nH]cc(-c4ccc(F)cc4)c3c2)cc1O,7.4,5.47,=,=
Cc1ccc2c(-c3cnn4cc(-c5ccc(OC6CCNCC6)cn5)cnc34)cccc2n1,ACVR1B,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,4.32,5.52,=,=
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccccn2)n1,MAP3K6,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnc3ccccc3n2)n1,5.96,5.31,=,=
CC#CCn1cc(N(c2nc(C(N)=O)c(-c3cc(C(=O)N4CCOCC4)c[nH]3)s2)C2CC2)cn1,AURKC,Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,7.54,6.59,=,=
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,ULK2,O=C(N[C@@H](C1CC1)C(F)(F)F)c1cc(C2C=C3N=C(c4ccc(F)cc4)C=CN3N2)cs1,5.0,7.52,=,=
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,EPHB6,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,6.44,7.55,=,=
C[C@@H]1COCCN1c1nc(-c2cncc3[nH]ccc23)cc2c1ncn2C,ATR,C[C@@H]1COCCN1c1cc(-c2cccnc2F)c2ccnc(-c3ccn[nH]3)c2n1,9.4,8.09,=,=
CN(c1ccccc1)c1cc[n+](Cc2ccc(-c3ccccc3)cc2)c2cc(Cl)ccc12.[Br-],CHKB,CN1CCc2nc(NC(=O)[C@H]3CC[C@@H](n4cnc5c(N)nc(Cl)nc54)CC3)sc2C1,4.7,5.18,=,=
C[C@@H]1CN(c2c(C#N)c(=O)n(C)c3ccc(C#N)nc23)CCN1C(c1ccccc1)c1ccc(Cl)cc1,DGKA,C[C@H]1CN(c2c(Cl)c(=O)n(C)c3ccc(C#N)nc23)CCN1C(c1ccc(F)cc1)c1ccc(F)cc1,5.89,5.48,=,=
CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,CAMK1D,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.9,9.24,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,CDK17,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,6.09,7.16,=,=
Cn1ccnc1C(O)c1ccc(F)c(-c2nc(Cl)nc3cc(N4CCOCC4)ccc23)c1,PRKDC,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,8.3,6.06,=,=
CC(=O)N[C@@H]1C[C@H](n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)O[C@@H](C)[C@@H]1O,PRKCQ,CN1CCCCOc2ccnc3[nH]c(=O)n(c23)-c2ccc(C(N)=O)c1n2,6.55,7.14,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,SIK1,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3cccc(CN4CCCC4)c3)ncc21,8.87,6.96,=,=
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,PBK,NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,5.4,6.2,=,=
Cn1nccc1Nc1nccc(-c2cc3n4c(nnc4c2)[C@H](Cc2ccc(F)cc2)CO3)n1,MAPK1,COc1cccc([C@H](NC(=O)CN2Cc3ccc(-c4nc(NC5CCOCC5)ncc4Br)cc3C2=O)[C@H](C)O)c1,8.3,8.8,=,=
CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,CDK12,C=CC(=O)N1CC=C(c2ccc(C(C)C(=O)Nc3cc(C4CC4)[nH]n3)cc2F)CC1,5.25,7.2,=,=
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1,ERBB4,C=CC(=O)N1CC[C@@H](N2N=C(Nc3ccc(Oc4ccccc4)cc3)c3c[nH]c4ncnc2c34)C1,5.7,6.39,=,=
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,EPHB4,CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,7.8,5.5,=,=
COc1cc2c(Nc3ccc(C)c(Cl)c3Cl)ncnc2cc1OCC1CN(C)CCO1,EPHA2,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,7.3,6.28,=,=
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,TESK1,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,5.25,6.54,=,=
Cc1ccc2[nH]nc(-c3ccc(C(N)=O)cc3)c2c1,MAPKAPK3,Cc1c(Cl)c(N2CCC(CN)C2)nc2[nH]cc(C(=O)O)c(=O)c12,5.39,5.0,=,=
CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,PAK6,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,6.0,4.5,=,=
c1ncc(-c2c[nH]c3nccc(N4CCC[C@H](N5CCCC5)C4)c23)cn1,CDC42BPB,Cn1nccc1-c1c[nH]c2nccc(N3CCCCC3)c12,8.42,6.09,=,=
Nc1ncc(-c2cc([C@H]3[C@@H]4CN(C5COC5)C[C@@H]43)n(CC3CC3)n2)cc1C(F)(F)F,EPHA7,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,6.18,8.38,=,=
Cn1c(C(O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2F)cccc1=O,PRKDC,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCCCCCCOc3ccc4c(=O)cc(N5CCOCC5)oc4c3C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,8.3,5.43,=,=
CN1CCN([C@H]2CC[C@@H](n3cc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1,CSK,Cc1ccc(NC(=O)c2ccc(C)c(C(F)(F)F)c2)cc1C#Cc1nn([C@H]2CC[C@H](O)CC2)c2ncnc(N)c12,7.39,8.05,=,=
O=c1[nH]cnc2c(Cl)cccc12,NTRK3,CN(Cc1cc(Cl)c(O)c2ncccc12)C1CCCCC1,4.6,6.0,=,=
Cc1nnc(-c2cnc(-c3cccc(-c4cnn(C)c4)c3)nc2NC2CCN(S(C)(=O)=O)CC2)s1,IRAK1,O=C(NC(CO)Cc1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1,6.26,5.1,=,=
c1cc(-c2cnn3cc(-c4ccc(N5CCNCC5)cc4)cnc23)c2cccnc2c1,BMPR1B,CCCN1C(=O)Cc2cc(-c3cncc(-c4ccc(=O)n(C(C)C)c4)c3)ccc21,7.03,6.0,=,=
NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)C1CC1,TNIK,Cc1cc(NS(C)(=O)=O)ccc1Nc1cc(-c2ccc(-n3cccn3)cc2)[nH]n1,7.82,8.52,=,=
CC(C)COc1ncnc2[nH]cc(/C=C\C#N)c12,TAB1,CC(C)COc1ncnc2[nH]cc(C/C=C/C(N)=O)c12,6.77,6.38,=,=
CCS(=O)(=O)N1CCCCC(=O)N2CCc3cc(ccc32)Nc2ncc(C(F)(F)F)c(n2)NCc2ccccc21,PTK2B,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1,8.72,4.52,=,=
O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,NEK9,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,5.66,4.71,=,=
Cc1ccc2[nH]nc(-c3ccc4c(c3)OCO4)c2c1,MAPKAPK3,Fc1ccc2c(-c3ccc4c(c3)OCO4)n[nH]c2c1,5.07,4.68,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,EPHB6,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,5.05,7.3,=,=
COc1cc(-c2ccn3nc(Nc4cccc(CNC(=O)CC(F)F)n4)cc3n2)cnc1OC,PIK3CG,CS(=O)(=O)c1cncc(-c2ccc3nc(N)sc3c2)c1,8.52,6.9,=,=
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(O)c2cc(C3CC3)n[nH]2)c1,RPS6KB1,NC(=O)c1cccc2c(N[C@H](CO)c3ccccc3)ncnc12,7.37,6.27,=,=
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(N)=O,CCNA2,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,5.25,6.17,=,=
CCNc1nc2cc(Cl)c([N+](=O)[O-])cc2nc1NCC,PGK1,CCNc1nc2cc(Cl)c(C#CCCCCO)cc2nc1NCC,7.01,6.42,=,=
CC(C)[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)Cc2cnc[nH]2)CSSC[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CO)NC(=O)CCNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,EPHA4,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,6.32,5.37,=,=
O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,GRK4,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,6.58,5.64,=,=
COc1ccc2[nH]c3c(c2c1)C1CCN(C1)C3C(=O)O,MAPKAPK3,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,4.05,7.58,=,=
Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2,EIF2AK2,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,4.92,5.3,=,=
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(N)=O,CCNA2,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,5.25,7.35,=,=
COc1cnc(-c2nn(Cc3ccccc3C#N)c3ccccc23)nc1Nc1ccncc1,BUB1,CC1(C)CC(=O)c2c([nH]c(-c3ccnc4c3OCCO4)c2Nc2ccccc2)C1,7.68,6.89,=,=
COc1cc(-c2cnc(Nc3cc(N4CCN(CCO)CC4)nc(C)n3)s2)cc2c1C(=O)N(CC(F)(F)F)CC2,SIK3,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,8.19,5.81,=,=
CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,GAK,CCN(CC)S(=O)(=O)NCc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,6.5,5.5,=,=
CCOCCOc1cccc(C(=O)Nc2cc(-n3ccn4nc(-c5cccnc5)cc34)c(C)cc2C)c1,TEK,Cn1cc(-c2ccc(F)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)nccc21,6.22,7.58,=,=
COc1cc(C)c(S(N)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,MAP3K5,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccn(C)n2)n1,8.54,7.54,=,=
CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,MAP3K9,O=C(CS(=O)(=O)c1ccc(Cl)cc1)N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F,7.28,5.16,=,=
CCOC(=O)/C=C\Sc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,MAPK10,CCCCCCn1c(S)nc2c1c(=O)[nH]c(=O)n2C,7.1,7.45,=,=
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,DMPK,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,5.96,5.54,=,=
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)cc12,CDC7,N#Cc1ccc2ccn(-c3cccc(N)n3)c2c1,7.9,4.98,=,=
CC(=O)N1Cc2c(-c3ccc(C(=O)N4CCCc5ccccc54)cc3)cnn2C[C@@H]1C,PINK1,CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,4.84,6.0,=,=
Cc1nc(NC(=O)N2CC[C@@H](C)[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,PIK3CD,CCn1ncnc1-c1cn2c(n1)-c1ccc(O[C@@H](C)C(N)=O)cc1OCC2,6.31,7.95,=,=
CC(C)NC(=O)COc1coc(CN2CCN(c3ccccc3F)CC2)cc1=O,PDK3,CCCCN(Cc1ccncc1)C(=O)c1cc(-c2ccccc2O)n[nH]1,4.61,5.11,=,=
Nc1ncc(-c2cc(C3CC3)nc(N3C[C@@H]4C[C@H]3CO4)c2)nc1OC(F)F,MAP3K13,Nc1ncc(-c2cc(N3C[C@@H]4C[C@H]3CO4)nc(N3CC4CC3C4)n2)nc1C(F)(F)F,7.54,6.83,=,=
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(Cl)c(Cl)c4)c3)cc12,CAMK2B,Cc1nn(C)c(C)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)[nH]c12,6.6,5.1,=,=
c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,CSNK1G2,Cc1cc(O)ccc1-n1cc(C(N)=O)c(=O)c2ccc(-c3ccncc3)cc21,6.98,5.7,=,=
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,ICK,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,5.03,5.72,=,=
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,MAP3K15,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,5.96,5.6,=,=
COc1cc2ncnc(Oc3ccc(Nc4nccc5c4c(=O)c(-c4cccc(C)c4)cn5C)cc3F)c2cc1OC,AXL,CNc1cc2c(cn1)c(-c1cnn(C(C)(C)C#N)c1)nn2C1CCC(Oc2ccccn2)CC1,8.96,6.96,=,=
COc1ccc(OC2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(C#N)cc5)CC4)cn3)CC2)c(N)c1,PRKAA2,CC(=O)Nc1cccc(OC2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(F)cc5)CC4)cn3)CC2)c1,6.12,5.52,=,=
Nc1ncc(C2CC2)nc1CN/C(=N\C(=O)c1ccc(Cl)cc1)Nc1ccc2[nH]c(=O)oc2c1,MAPKAPK2,CC(C)OC1CCN(Cc2cnc(Cl)nc2Oc2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)CC1,5.72,6.52,=,=
c1cc(-c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncc(CN7CCCCC7)c6)nc45)cc23)ccn1,CLK3,O=C(Nc1cc2cc(-c3cncc(N[C@H]4CCNC[C@@H]4F)n3)ccc2cn1)C1CC1,6.51,7.96,=,=
O=C1Nc2nccc(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccc(C(F)(F)F)cc4[nH]3)c2CO1,RAF1,Cc1ccc(NC(=O)c2cccc(OC(C)C)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1,8.49,9.52,=,=
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CASK,CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.62,6.34,=,=
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,RPS6KA2,O=C(Nc1cccnc1)c1ccc2cc3n(c2c1)CC1(CCC1)CNC3=O,5.81,5.48,=,=
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,PKN1,Cc1c(O)c(O)c2c(c1C=O)[C@@H]1O[C@H](O2)c2c(C)c(O)c(O)c(O)c2C1=O,7.96,5.35,=,=
O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21,CSNK1G1,Cc1cc(C)cc(NC(=O)Nc2ccc3c(c2)CCc2sc4ncnc(N)c4c2-3)c1,6.6,5.5,=,=
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1CCCc1cc([N+](=O)[O-])ccc1-2,BTK,CCn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccc(N(C)C)cn3)cc21,7.72,5.52,=,=
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@]3(CO)C[C@H]23)cc1I,TK1,CCCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,4.07,4.7,=,=
COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,EPHB6,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,8.3,7.09,=,=
[C-]#[N+]c1cc(-c2ccnc(Nc3cnn(C4CCNCC4)c3)c2)ccc1OCC1CCN(C(C)=O)CC1,IKBKE,O=c1[nH]n2ccccc2c1Br,6.72,5.5,=,=
COc1cccc(-c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c3ccccc3n2)c1,WNK1,O=[N+]([O-])c1cc(S(=O)(=O)C(Cl)(Cl)Br)ccc1NC1CCCCC1,6.21,5.4,=,=
Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CC[C@H](O)C3)cc2)c1,SPHK1,Cc1nc(-c2cccc(OCc3ccc(CN4CCC[C@@H]4CO)cc3)c2)no1,8.55,7.97,=,=
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4cc(OC)c(C)c(OC)c4)nn32)CC1,MYO3B,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,6.67,5.57,=,=
CC(=O)C1=C(C)N=C2Sc3ccccc3N2C1c1ccc(O)cc1,MYLK,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,5.38,5.82,=,=
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,STK11,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,5.58,7.75,=,=
CO[C@H]1CCC[C@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CC1,CLK3,Cn1cncc1-c1ccc2cnc(NC(=O)c3ccnc(N4CC(N)C4)c3)cc2c1,6.07,7.96,=,=
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CDK15,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,7.08,5.58,=,=
Clc1ccc(Oc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc1,TTBK1,CC[C@](C)(O)C#Cc1cc2c(ccn2-c2nc(N)ncc2OC)cn1,6.62,7.31,=,=
Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12,ARAF,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCN3CCCC3)ncn2)CC1,6.82,7.33,=,=
O=C(Cc1csc(NC(=O)CSc2nc3nccnc3c(=O)n2CCc2ccccc2)n1)NCc1ccncc1,PIK3C2A,O=C(CSc1nc2nccnc2c(=O)n1CCC1CCCCC1)Nc1nccs1,6.86,5.72,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,FLT4,CCCCNC(=O)Nc1ccc(Oc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)cc1Cl,8.48,9.27,=,=
C[C@@H](NC(=O)c1cnc2ccc(-c3cnn(C)c3)cn12)c1ccc(Cl)cc1,CLK1,COc1ccc(-c2ccnc(NCc3ccc(Cl)c(Cl)c3)n2)cc1,7.96,7.12,=,=
Oc1ccccc1Nc1ncc(C(F)(F)F)c(NC2CC2)n1,ULK1,Nc1ccc(Nc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)cc1,6.26,6.8,=,=
C#CCCCn1c(Sc2cc(OC)ccc2C(C)=O)nc2c(N)nccc21,CDC37,C#CCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)nccc21,5.26,6.26,=,=
CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,TSSK1A,Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)c1,6.0,7.1,=,=
Cc1cccc(-c2ccc(-c3cc4cnc(Nc5ccc(C)c(O)c5)nc4n(CCCCN)c3=O)c(Cl)c2)n1,STK24,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(CCCCCO)c2n1,7.47,6.5,=,=
O=C(NN=Cc1ccc(O)cc1O)Nc1cccc2nsnc12,MARK2,COc1cccc(C(=O)Nc2cnc3[nH]cc(-c4ccccc4)c3c2)c1,5.6,5.9,=,=
CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,CSNK2A1,CC(C)Nc1ccc2cnn(-c3cncc(-c4csc(C(=O)O)c4)n3)c2c1,5.9,7.58,=,=
CN(C)CCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,PRKCA,Nc1ncc(-c2cc(N3CCOCC3)ccc2C(F)(F)F)nc1C(=O)Nc1ncccc1N1CCC(N)CC1,7.7,9.89,=,=
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,CDC42BPG,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.02,9.07,=,=
Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1,CAMK2G,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.2,6.76,=,=
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,PAK6,CC(C)(O)C#Cc1ccc2[nH]c3c(c2c1)-c1nc(N)ncc1CCC3,5.85,7.22,=,=
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,PRKAG1,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,5.94,7.1,=,=
CC(C)(CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)CNS(C)(=O)=O,HIPK2,Cc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1F,6.9,8.2,=,=
O=C(c1ccc(-c2cn3c4nc(ncc24)NCCCCCCCC(O)CCCC3)cc1)N1CCOCC1,AXL,CCCCNc1ncc2c(-c3ccc(F)c(F)c3)cn(C3CCC(O)CC3)c2n1,7.19,6.38,=,=
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,RPS6KB2,c1csc(-c2nc3cc4ccccc4cc3nc2-c2cccs2)c1,8.82,5.87,=,=
